model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,2013,11430.0,Semi-Auto,36578,Petrol,160,44.8,2.0
 3 Series,2019,28998.0,Manual,7441,Diesel,150,54.3,2.0
 3 Series,2018,17998.0,Semi-Auto,54762,Petrol,150,48.7,2.0
 X1,2016,19998.0,Semi-Auto,11927,Diesel,150,55.4,2.0
 3 Series,2019,17480.0,Semi-Auto,20410,Petrol,150,48.7,2.0
 4 Series,2018,17980.0,Semi-Auto,27120,Petrol,150,48.7,2.0
 5 Series,2020,36993.0,Semi-Auto,500,Hybrid,145,49.6,2.0
 5 Series,2017,22430.0,Semi-Auto,11333,Diesel,150,65.7,2.0
 X1,2017,19371.0,Semi-Auto,21293,Diesel,150,60.1,2.0
 4 Series,2019,24390.0,Semi-Auto,6018,Petrol,145,45.6,2.0
 4 Series,2019,26190.0,Semi-Auto,7350,Petrol,145,48.7,2.0
 2 Series,2019,22600.0,Semi-Auto,3574,Diesel,145,48.7,2.0
 1 Series,2018,15291.0,Semi-Auto,19062,Diesel,150,44.1,2.0
 1 Series,2017,18471.0,Semi-Auto,8500,Petrol,150,47.9,2.0
 2 Series,2019,18495.0,Semi-Auto,4568,Diesel,145,52.3,2.0
 2 Series,2019,23290.0,Semi-Auto,2801,Petrol,145,47.9,2.0
 X3,2019,33980.0,Semi-Auto,1962,Diesel,150,54.3,2.0
 4 Series,2019,24490.0,Semi-Auto,7604,Diesel,150,65.7,2.0
 4 Series,2019,25490.0,Semi-Auto,6782,Petrol,150,48.7,2.0
 4 Series,2019,27290.0,Semi-Auto,4476,Diesel,145,58.9,2.0
 X1,2019,30990.0,Semi-Auto,7250,Diesel,145,36.7,2.0
 X2,2019,27990.0,Semi-Auto,4362,Petrol,145,39.2,2.0
 4 Series,2018,20590.0,Semi-Auto,30000,Petrol,150,48.7,2.0
 4 Series,2018,20590.0,Semi-Auto,16500,Petrol,150,48.7,2.0
 X4,2019,35990.0,Semi-Auto,3098,Diesel,150,42.8,2.0
 4 Series,2019,31980.0,Automatic,10,Petrol,145,45.6,2.0
 3 Series,2019,25980.0,Semi-Auto,3317,Diesel,145,52.3,2.0
 5 Series,2019,28790.0,Semi-Auto,5432,Diesel,145,60.1,2.0
 5 Series,2019,26400.0,Semi-Auto,4237,Petrol,145,50.4,2.0
 X1,2015,17291.0,Semi-Auto,29135,Diesel,125,57.6,2.0
 3 Series,2017,15460.0,Semi-Auto,24628,Petrol,145,47.9,2.0
 X5,2016,27980.0,Automatic,31664,Diesel,160,50.4,2.0
 3 Series,2019,29980.0,Semi-Auto,8127,Diesel,145,48.7,2.0
 5 Series,2019,30980.0,Automatic,3718,Diesel,145,62.8,2.0
 X1,2019,25480.0,Semi-Auto,5163,Petrol,145,39.2,2.0
 X2,2019,28980.0,Automatic,1325,Petrol,145,39.2,2.0
 X1,2016,17980.0,Semi-Auto,28322,Diesel,125,57.6,2.0
 X1,2017,20991.0,Semi-Auto,25839,Petrol,160,44.8,2.0
 1 Series,2019,17980.0,Semi-Auto,10672,Diesel,145,74.3,2.0
 X3,2015,19980.0,Semi-Auto,37790,Diesel,150,54.3,2.0
 X3,2019,32980.0,Semi-Auto,1961,Diesel,150,54.3,2.0
 X1,2019,27980.0,Semi-Auto,5845,Diesel,145,50.4,2.0
 3 Series,2019,29480.0,Manual,2802,Diesel,145,54.3,2.0
 5 Series,2017,24480.0,Semi-Auto,26971,Diesel,145,62.8,2.0
 X4,2019,36980.0,Semi-Auto,2740,Diesel,145,42.8,2.0
 5 Series,2019,31490.0,Semi-Auto,2019,Petrol,150,48.7,2.0
 3 Series,2019,27480.0,Semi-Auto,9155,Petrol,145,41.5,2.0
 X1,2019,26490.0,Semi-Auto,9113,Diesel,145,50.4,2.0
 3 Series,2020,31980.0,Semi-Auto,10,Diesel,145,50.4,2.0
 X2,2019,31980.0,Semi-Auto,1151,Diesel,145,50.4,2.0
 3 Series,2019,27480.0,Semi-Auto,6113,Petrol,145,42.2,2.0
 1 Series,2019,19480.0,Automatic,6993,Diesel,145,67.3,2.0
 4 Series,2019,23480.0,Automatic,5738,Diesel,145,65.7,2.0
 1 Series,2019,20990.0,Automatic,7990,Diesel,145,65.7,2.0
 4 Series,2019,25990.0,Automatic,6519,Diesel,145,58.9,2.0
 X1,2018,21947.0,Automatic,7283,Petrol,145,39.2,2.0
 Z4,2020,32490.0,Semi-Auto,10,Petrol,145,37.2,2.0
 X2,2020,24990.0,Semi-Auto,10,Diesel,145,47.9,2.0
 1 Series,2017,15490.0,Semi-Auto,28646,Diesel,145,68.9,2.0
 X1,2017,20980.0,Semi-Auto,21330,Petrol,160,44.8,2.0
 4 Series,2015,17980.0,Semi-Auto,35255,Petrol,160,44.1,2.0
 X1,2019,26480.0,Semi-Auto,3737,Petrol,150,48.7,2.0
 4 Series,2019,23480.0,Semi-Auto,7107,Petrol,150,48.7,2.0
 X1,2017,20980.0,Semi-Auto,31630,Diesel,150,55.4,2.0
 4 Series,2018,24990.0,Semi-Auto,16790,Diesel,150,60.1,2.0
 3 Series,2017,16690.0,Manual,14348,Petrol,150,48.7,2.0
 4 Series,2018,18797.0,Manual,9788,Diesel,145,62.8,2.0
 4 Series,2018,18997.0,Manual,8269,Diesel,145,62.8,2.0
 4 Series,2014,11870.0,Semi-Auto,77209,Diesel,125,60.1,2.0
 3 Series,2019,27490.0,Semi-Auto,13994,Petrol,145,42.2,2.0
 X1,2019,27980.0,Semi-Auto,3782,Petrol,145,48.7,2.0
 X1,2016,18187.0,Automatic,21225,Diesel,125,57.6,2.0
 6 Series,2020,34490.0,Semi-Auto,5,Petrol,145,42.8,2.0
 3 Series,2016,13980.0,Semi-Auto,40146,Petrol,145,47.9,2.0
 3 Series,2019,26980.0,Semi-Auto,5966,Diesel,145,52.3,2.0
 3 Series,2019,24480.0,Semi-Auto,5776,Diesel,145,55.4,2.0
 X2,2019,28490.0,Semi-Auto,4161,Diesel,145,58.9,2.0
 X1,2019,26480.0,Semi-Auto,2372,Petrol,150,48.7,2.0
 X2,2019,27980.0,Semi-Auto,3690,Petrol,150,39.2,2.0
 1 Series,2018,16991.0,Manual,27500,Diesel,150,62.8,2.0
 X1,2017,22491.0,Semi-Auto,16578,Diesel,150,57.6,2.0
 5 Series,2017,24171.0,Semi-Auto,10131,Diesel,125,60.1,2.0
 3 Series,2017,16891.0,Manual,17907,Petrol,150,43.5,2.0
 3 Series,2020,32450.0,Semi-Auto,104,Petrol,150,40.4,2.0
 1 Series,2019,32990.0,Semi-Auto,3883,Petrol,145,34.5,2.0
 5 Series,2019,34990.0,Semi-Auto,3425,Diesel,145,60.1,2.0
 X1,2018,23310.0,Automatic,12857,Diesel,145,60.1,2.0
 5 Series,2020,34840.0,Semi-Auto,105,Hybrid,145,44.8,2.0
 X4,2019,35480.0,Semi-Auto,7414,Diesel,145,42.8,2.0
 X1,2016,17195.0,Manual,18960,Diesel,125,60.1,2.0
 3 Series,2017,15995.0,Automatic,24624,Petrol,145,51.4,2.0
 3 Series,2015,16350.0,Semi-Auto,21000,Petrol,160,43.5,2.0
 2 Series,2017,15950.0,Semi-Auto,29000,Diesel,125,57.6,2.0
 3 Series,2017,15995.0,Semi-Auto,34700,Diesel,150,64.2,2.0
 4 Series,2018,18280.0,Manual,17024,Petrol,145,46.3,2.0
 1 Series,2017,18690.0,Automatic,26140,Diesel,145,61.4,2.0
 X3,2019,34990.0,Automatic,10,Diesel,145,54.3,2.0
 X3,2019,37990.0,Semi-Auto,3934,Diesel,145,54.3,2.0
 1 Series,2020,28990.0,Semi-Auto,1129,Diesel,150,51.4,2.0
 5 Series,2019,26990.0,Semi-Auto,13929,Diesel,150,65.7,2.0
 2 Series,2020,23990.0,Semi-Auto,105,Diesel,145,47.1,2.0
 Z4,2020,29990.0,Semi-Auto,11,Petrol,145,38.7,2.0
 3 Series,2020,28990.0,Semi-Auto,14,Diesel,145,50.4,2.0
 5 Series,2020,27980.0,Semi-Auto,105,Hybrid,145,52.3,2.0
 5 Series,2020,28990.0,Semi-Auto,103,Petrol,145,50.4,2.0
 3 Series,2018,18500.0,Semi-Auto,30749,Diesel,145,60.1,2.0
 1 Series,2018,14724.0,Manual,24676,Diesel,145,62.8,2.0
 3 Series,2019,29998.0,Semi-Auto,8421,Diesel,150,52.3,2.0
 4 Series,2019,24490.0,Automatic,4469,Petrol,145,48.7,2.0
 4 Series,2018,21980.0,Semi-Auto,10030,Diesel,145,65.7,2.0
 3 Series,2019,24990.0,Manual,3271,Diesel,145,64.2,2.0
 2 Series,2015,15980.0,Semi-Auto,38403,Diesel,125,58.9,2.0
 3 Series,2020,24990.0,Manual,101,Diesel,150,56.5,2.0
 5 Series,2020,33850.0,Semi-Auto,103,Hybrid,150,44.8,2.0
 3 Series,2015,15990.0,Semi-Auto,46486,Petrol,150,48.7,2.0
 X2,2020,34990.0,Semi-Auto,103,Petrol,150,34.0,2.0
 Z4,2020,34990.0,Semi-Auto,101,Petrol,150,37.2,2.0
 4 Series,2018,21850.0,Semi-Auto,29101,Diesel,145,65.7,2.0
 1 Series,2019,21990.0,Manual,1834,Diesel,145,56.5,2.0
 1 Series,2020,23990.0,Manual,3399,Diesel,150,53.3,2.0
 5 Series,2020,27990.0,Semi-Auto,105,Hybrid,145,49.6,2.0
 3 Series,2020,23990.0,Manual,105,Diesel,145,56.5,2.0
 4 Series,2020,24490.0,Semi-Auto,105,Diesel,145,65.7,2.0
 5 Series,2020,28990.0,Semi-Auto,103,Hybrid,145,62.8,2.0
 3 Series,2019,28750.0,Semi-Auto,3858,Diesel,145,52.3,2.0
 4 Series,2015,15780.0,Manual,33636,Diesel,145,55.4,2.0
 5 Series,2020,26990.0,Semi-Auto,104,Petrol,145,50.4,2.0
 5 Series,2019,26790.0,Semi-Auto,9535,Diesel,145,65.7,2.0
 X2,2020,25990.0,Semi-Auto,101,Petrol,145,40.4,2.0
 3 Series,2020,31490.0,Semi-Auto,105,Diesel,145,51.4,2.0
 3 Series,2020,22990.0,Manual,101,Diesel,145,58.9,2.0
 Z4,2020,30990.0,Semi-Auto,105,Petrol,145,38.7,2.0
 X2,2020,26450.0,Semi-Auto,2095,Petrol,145,40.4,2.0
 4 Series,2019,23995.0,Semi-Auto,2129,Petrol,145,45.6,2.0
 4 Series,2018,22440.0,Semi-Auto,18501,Petrol,145,48.7,2.0
 3 Series,2019,23980.0,Semi-Auto,6251,Diesel,145,62.8,2.0
 4 Series,2019,23750.0,Semi-Auto,2791,Petrol,145,45.6,2.0
 X2,2020,23990.0,Semi-Auto,1576,Petrol,150,38.7,2.0
 3 Series,2019,27450.0,Manual,2039,Diesel,145,54.3,2.0
 3 Series,2019,28990.0,Manual,104,Diesel,145,54.3,2.0
 X1,2019,27490.0,Manual,105,Diesel,145,40.4,2.0
 Z4,2020,30990.0,Semi-Auto,101,Petrol,145,38.7,2.0
 4 Series,2019,24990.0,Semi-Auto,102,Diesel,145,65.7,2.0
 2 Series,2019,20950.0,Semi-Auto,11757,Petrol,145,47.9,2.0
 X2,2018,23450.0,Semi-Auto,11594,Diesel,145,58.9,2.0
 5 Series,2017,22990.0,Semi-Auto,15985,Diesel,150,65.7,2.0
 X3,2020,37990.0,Semi-Auto,6992,Diesel,150,54.3,2.0
 3 Series,2019,24950.0,Automatic,1241,Diesel,145,62.8,2.0
 3 Series,2019,28950.0,Semi-Auto,4416,Diesel,145,52.3,2.0
 3 Series,2019,24990.0,Manual,4697,Diesel,145,64.2,2.0
 X3,2018,29980.0,Semi-Auto,5458,Diesel,145,56.5,2.0
 Z4,2020,33850.0,Semi-Auto,103,Petrol,145,37.2,2.0
 X2,2020,24850.0,Semi-Auto,101,Diesel,145,52.3,2.0
 5 Series,2020,26990.0,Semi-Auto,102,Petrol,145,52.3,2.0
 5 Series,2020,29990.0,Semi-Auto,103,Hybrid,145,60.1,2.0
 3 Series,2019,24640.0,Semi-Auto,5627,Petrol,145,47.9,2.0
 5 Series,2019,26350.0,Semi-Auto,8351,Diesel,145,65.7,2.0
 5 Series,2019,26350.0,Semi-Auto,6360,Diesel,145,65.7,2.0
 5 Series,2019,26350.0,Semi-Auto,12241,Diesel,145,65.7,2.0
 4 Series,2019,24975.0,Semi-Auto,7670,Diesel,145,65.7,2.0
 X2,2019,24890.0,Semi-Auto,3616,Diesel,145,61.4,2.0
 X2,2019,23975.0,Semi-Auto,9872,Diesel,145,61.4,2.0
 2 Series,2020,22990.0,Semi-Auto,13,Petrol,145,47.9,2.0
 4 Series,2020,25980.0,Semi-Auto,101,Diesel,145,65.7,2.0
 X1,2019,28790.0,Semi-Auto,5628,Petrol,145,44.8,2.0
 3 Series,2019,23980.0,Semi-Auto,1989,Petrol,145,47.9,2.0
 5 Series,2019,26340.0,Semi-Auto,5441,Diesel,145,65.7,2.0
 3 Series,2019,28450.0,Semi-Auto,8114,Diesel,145,48.7,2.0
 5 Series,2019,26350.0,Semi-Auto,7460,Diesel,145,65.7,2.0
 X1,2019,28790.0,Semi-Auto,5559,Petrol,145,44.8,2.0
 5 Series,2017,19990.0,Semi-Auto,36779,Diesel,145,62.8,2.0
 X2,2019,24775.0,Semi-Auto,103,Petrol,145,39.2,2.0
 3 Series,2019,31450.0,Semi-Auto,2804,Diesel,145,52.3,2.0
 3 Series,2019,32990.0,Semi-Auto,4327,Diesel,145,49.6,2.0
 5 Series,2020,33990.0,Semi-Auto,3704,Hybrid,145,49.6,2.0
 4 Series,2018,21980.0,Semi-Auto,17503,Petrol,145,48.7,2.0
 X1,2019,26950.0,Semi-Auto,4269,Diesel,145,60.1,2.0
 2 Series,2019,23490.0,Semi-Auto,19,Diesel,145,49.6,2.0
 5 Series,2019,31450.0,Automatic,13,Petrol,145,48.7,2.0
 X1,2016,17990.0,Semi-Auto,26656,Diesel,125,57.6,2.0
 3 Series,2019,31450.0,Semi-Auto,3965,Petrol,145,40.9,2.0
 X3,2013,12220.0,Semi-Auto,73312,Diesel,160,50.4,2.0
 3 Series,2018,18998.0,Semi-Auto,35722,Diesel,150,62.8,2.0
 1 Series,2018,16998.0,Manual,11784,Diesel,145,49.6,2.0
 3 Series,2019,20147.0,Automatic,4393,Petrol,145,48.7,2.0
 4 Series,2017,19300.0,Semi-Auto,22945,Petrol,145,48.7,2.0
 X3,2019,30780.0,Automatic,4464,Diesel,145,54.3,2.0
 2 Series,2019,24480.0,Semi-Auto,8950,Diesel,145,57.7,2.0
 X1,2019,27890.0,Semi-Auto,4884,Petrol,145,44.8,2.0
 X1,2019,27890.0,Semi-Auto,5490,Petrol,145,44.8,2.0
 6 Series,2020,34490.0,Semi-Auto,6,Petrol,145,42.8,2.0
 3 Series,2019,26980.0,Semi-Auto,10405,Diesel,150,52.3,2.0
 4 Series,2019,23490.0,Semi-Auto,7041,Diesel,150,60.1,2.0
 X3,2019,34980.0,Semi-Auto,5253,Diesel,150,54.3,2.0
 X2,2019,28780.0,Semi-Auto,5321,Diesel,150,50.4,2.0
 X4,2019,36490.0,Semi-Auto,8432,Diesel,150,42.8,2.0
 1 Series,2019,20980.0,Manual,15,Diesel,145,68.9,2.0
 2 Series,2019,24490.0,Semi-Auto,9531,Diesel,150,64.2,2.0
 4 Series,2019,24490.0,Semi-Auto,4954,Diesel,150,65.7,2.0
 3 Series,2019,31990.0,Semi-Auto,6313,Petrol,150,41.5,2.0
 4 Series,2019,25590.0,Semi-Auto,8268,Diesel,150,60.1,2.0
 X1,2019,25990.0,Semi-Auto,7164,Diesel,150,60.1,2.0
 X1,2019,26480.0,Semi-Auto,9385,Petrol,145,48.7,2.0
 X1,2019,26490.0,Semi-Auto,8785,Diesel,145,50.4,2.0
 4 Series,2019,24980.0,Semi-Auto,1652,Diesel,145,65.7,2.0
 X2,2020,26980.0,Semi-Auto,2501,Petrol,150,38.7,2.0
 X3,2019,34980.0,Semi-Auto,5014,Diesel,150,54.3,2.0
 1 Series,2019,24480.0,Semi-Auto,8026,Diesel,145,53.3,2.0
 X1,2019,27990.0,Semi-Auto,4292,Petrol,145,48.7,2.0
 X3,2019,33980.0,Semi-Auto,5427,Diesel,145,54.3,2.0
 X2,2020,25980.0,Semi-Auto,23,Diesel,145,61.4,2.0
 Z4,2020,29490.0,Semi-Auto,13,Petrol,145,38.7,2.0
 X1,2016,20490.0,Automatic,30715,Diesel,125,57.6,2.0
 5 Series,2018,23290.0,Semi-Auto,26715,Diesel,150,68.9,2.0
 4 Series,2019,23480.0,Semi-Auto,18980,Diesel,150,58.9,2.0
 1 Series,2019,29490.0,Semi-Auto,3069,Petrol,150,34.5,2.0
 1 Series,2016,16490.0,Semi-Auto,27402,Petrol,150,47.9,2.0
 X2,2019,26980.0,Semi-Auto,4484,Petrol,145,39.2,2.0
 X2,2019,28990.0,Semi-Auto,2714,Petrol,145,39.2,2.0
 3 Series,2019,31980.0,Automatic,123,Petrol,145,41.5,2.0
 4 Series,2019,23490.0,Semi-Auto,6567,Petrol,145,48.7,2.0
 3 Series,2019,25480.0,Semi-Auto,9309,Diesel,145,57.7,2.0
 3 Series,2017,15490.0,Manual,22723,Petrol,150,48.7,2.0
 1 Series,2019,18980.0,Manual,8328,Diesel,145,65.7,2.0
 1 Series,2019,27480.0,Semi-Auto,1178,Diesel,145,51.4,2.0
 3 Series,2019,25900.0,Semi-Auto,8010,Petrol,145,45.6,2.0
 X1,2019,27780.0,Semi-Auto,5490,Petrol,145,38.7,2.0
 2 Series,2019,22990.0,Automatic,8452,Diesel,145,61.4,2.0
 2 Series,2019,20490.0,Semi-Auto,8171,Diesel,145,51.4,2.0
 2 Series,2019,20690.0,Semi-Auto,8841,Diesel,145,51.4,2.0
 2 Series,2019,20490.0,Semi-Auto,3578,Diesel,145,51.4,2.0
 3 Series,2019,24990.0,Semi-Auto,4990,Diesel,145,62.8,2.0
 2 Series,2019,19990.0,Semi-Auto,7891,Diesel,145,65.7,2.0
 2 Series,2019,23490.0,Automatic,7561,Petrol,145,47.9,2.0
 X1,2019,29980.0,Automatic,11919,Diesel,145,60.1,2.0
 1 Series,2019,19980.0,Semi-Auto,12166,Diesel,145,67.3,2.0
 3 Series,2017,18490.0,Semi-Auto,32500,Diesel,150,64.2,2.0
 3 Series,2016,18490.0,Semi-Auto,15634,Diesel,125,57.6,2.0
 5 Series,2019,30980.0,Semi-Auto,4003,Diesel,145,55.4,2.0
 4 Series,2018,18990.0,Automatic,28970,Petrol,145,45.6,2.0
 5 Series,2017,22998.0,Automatic,14459,Diesel,145,65.7,2.0
 3 Series,2019,26980.0,Semi-Auto,6506,Diesel,145,52.3,2.0
 5 Series,2017,24470.0,Semi-Auto,15335,Diesel,145,65.7,2.0
 3 Series,2018,19998.0,Semi-Auto,59348,Diesel,150,57.6,2.0
 X1,2016,19499.0,Automatic,12389,Diesel,125,57.6,2.0
 X2,2019,31800.0,Semi-Auto,2188,Petrol,150,34.9,2.0
 X1,2017,23680.0,Semi-Auto,6147,Diesel,145,60.1,2.0
 5 Series,2019,26800.0,Semi-Auto,3979,Diesel,145,65.7,2.0
 X1,2019,25990.0,Semi-Auto,4357,Diesel,145,60.1,2.0
 4 Series,2018,21415.0,Semi-Auto,14299,Petrol,145,48.7,2.0
 X1,2019,26690.0,Semi-Auto,8140,Petrol,145,35.3,2.0
 3 Series,2019,26480.0,Manual,2236,Diesel,145,54.3,2.0
 X2,2019,24790.0,Semi-Auto,10058,Diesel,145,52.3,2.0
 2 Series,2020,34975.0,Semi-Auto,5,Diesel,145,48.7,2.0
 3 Series,2019,27480.0,Semi-Auto,3910,Petrol,145,42.2,2.0
 3 Series,2019,25900.0,Semi-Auto,6930,Petrol,145,42.2,2.0
 4 Series,2019,21970.0,Automatic,9846,Diesel,145,65.7,2.0
 3 Series,2019,28480.0,Automatic,6178,Petrol,145,41.5,2.0
 1 Series,2019,19490.0,Manual,7990,Diesel,145,65.7,2.0
 3 Series,2017,18980.0,Semi-Auto,26284,Diesel,145,62.8,2.0
 X2,2019,23980.0,Automatic,6351,Diesel,145,61.4,2.0
 3 Series,2019,26495.0,Semi-Auto,10922,Petrol,145,41.5,2.0
 3 Series,2019,26480.0,Semi-Auto,5983,Petrol,145,47.9,2.0
 3 Series,2019,21220.0,Semi-Auto,19494,Petrol,145,48.7,2.0
 X2,2020,40195.0,Semi-Auto,103,Petrol,145,34.0,2.0
 5 Series,2019,28000.0,Semi-Auto,3102,Petrol,145,50.4,2.0
 X1,2017,22310.0,Semi-Auto,17905,Diesel,145,57.6,2.0
 3 Series,2019,26480.0,Semi-Auto,4117,Petrol,145,47.9,2.0
 X1,2019,25890.0,Semi-Auto,5385,Petrol,145,35.3,2.0
 X2,2019,27980.0,Semi-Auto,2055,Petrol,145,39.2,2.0
 2 Series,2016,19780.0,Semi-Auto,14041,Petrol,160,45.6,2.0
 X2,2019,21480.0,Automatic,7141,Petrol,145,40.4,2.0
 4 Series,2017,19997.0,Semi-Auto,15333,Petrol,160,45.6,2.0
 4 Series,2019,22990.0,Semi-Auto,9420,Petrol,145,48.7,2.0
 X3,2016,20695.0,Semi-Auto,44414,Diesel,145,54.3,2.0
 1 Series,2014,10995.0,Semi-Auto,75500,Petrol,160,44.8,2.0
 3 Series,2016,12995.0,Manual,41500,Petrol,145,48.7,2.0
 4 Series,2016,15495.0,Manual,36800,Petrol,160,46.3,2.0
 1 Series,2015,13491.0,Semi-Auto,38436,Diesel,125,60.1,2.0
 3 Series,2014,12681.0,Semi-Auto,54931,Diesel,125,60.1,2.0
 5 Series,2017,23495.0,Semi-Auto,8213,Diesel,150,62.8,2.0
 X1,2013,9470.0,Manual,40812,Diesel,160,51.4,2.0
 2 Series,2019,24450.0,Manual,1391,Diesel,145,60.1,2.0
 X3,2016,20490.0,Semi-Auto,34306,Diesel,145,54.3,2.0
 5 Series,2018,24995.0,Semi-Auto,5823,Diesel,145,49.6,2.0
 X1,2016,15037.0,Manual,29890,Diesel,125,60.1,2.0
 3 Series,2018,18250.0,Semi-Auto,26173,Diesel,145,60.1,2.0
 3 Series,2019,29950.0,Semi-Auto,104,Diesel,145,52.3,2.0
 2 Series,2019,21980.0,Automatic,3935,Diesel,145,68.9,2.0
 2 Series,2019,22990.0,Automatic,2766,Petrol,145,50.4,2.0
 X1,2019,23975.0,Manual,6907,Diesel,145,68.9,2.0
 X1,2019,27480.0,Automatic,5241,Diesel,145,50.4,2.0
 1 Series,2018,16695.0,Manual,7948,Diesel,145,65.7,2.0
 X3,2016,20090.0,Semi-Auto,45734,Diesel,145,54.3,2.0
 1 Series,2017,15990.0,Manual,30800,Diesel,145,62.8,2.0
 X5,2015,26895.0,Automatic,35228,Diesel,160,50.4,2.0
 4 Series,2019,23591.0,Semi-Auto,6100,Petrol,145,45.6,2.0
 3 Series,2019,23895.0,Semi-Auto,38231,Diesel,145,52.3,2.0
 3 Series,2019,24895.0,Semi-Auto,21656,Diesel,145,52.3,2.0
 2 Series,2017,17895.0,Semi-Auto,15500,Petrol,150,48.7,2.0
 3 Series,2020,26480.0,Semi-Auto,13,Petrol,150,42.2,2.0
 3 Series,2018,18980.0,Semi-Auto,1600,Petrol,150,51.4,2.0
 5 Series,2019,28990.0,Semi-Auto,5000,Petrol,145,48.7,2.0
 X1,2018,22397.0,Semi-Auto,2570,Petrol,145,37.7,2.0
 X1,2016,17261.0,Manual,29863,Diesel,125,58.9,2.0
 3 Series,2019,26922.0,Semi-Auto,3853,Petrol,145,41.5,2.0
 3 Series,2019,24895.0,Semi-Auto,21730,Diesel,145,52.3,2.0
 3 Series,2017,11998.0,Manual,70067,Diesel,145,68.9,2.0
 3 Series,2017,21298.0,Semi-Auto,25533,Petrol,145,48.7,2.0
 4 Series,2019,21998.0,Semi-Auto,15856,Diesel,145,65.7,2.0
 4 Series,2018,20498.0,Semi-Auto,22866,Petrol,145,48.7,2.0
 2 Series,2018,17990.0,Semi-Auto,10600,Petrol,150,38.2,2.0
 5 Series,2019,23990.0,Semi-Auto,9165,Petrol,145,50.4,2.0
 2 Series,2017,16999.0,Semi-Auto,29000,Diesel,145,60.1,2.0
 X1,2017,18198.0,Semi-Auto,23380,Diesel,125,60.1,2.0
 3 Series,2020,36995.0,Manual,103,Diesel,145,54.3,2.0
 X2,2019,24990.0,Manual,6764,Diesel,150,48.7,2.0
 3 Series,2019,25780.0,Semi-Auto,68945,Petrol,150,45.6,2.0
 4 Series,2017,18850.0,Automatic,26498,Diesel,145,65.7,2.0
 1 Series,2017,13040.0,Manual,20506,Diesel,145,68.9,2.0
 1 Series,2019,19995.0,Semi-Auto,4371,Diesel,150,67.3,2.0
 2 Series,2019,24495.0,Manual,7107,Diesel,150,60.1,2.0
 4 Series,2019,29990.0,Semi-Auto,5496,Petrol,145,45.6,2.0
 4 Series,2016,18584.0,Semi-Auto,30158,Diesel,125,60.1,2.0
 3 Series,2019,30980.0,Semi-Auto,1500,Petrol,145,40.9,2.0
 X2,2019,25980.0,Automatic,5062,Diesel,145,61.4,2.0
 X2,2019,24480.0,Semi-Auto,2772,Petrol,145,38.7,2.0
 1 Series,2019,20780.0,Automatic,8245,Diesel,145,65.7,2.0
 3 Series,2019,28295.0,Manual,2179,Diesel,150,54.3,2.0
 3 Series,2019,27975.0,Manual,3367,Diesel,150,54.3,2.0
 2 Series,2019,23995.0,Semi-Auto,2279,Diesel,150,65.7,2.0
 1 Series,2017,18995.0,Semi-Auto,17108,Diesel,145,61.4,2.0
 4 Series,2020,25993.0,Semi-Auto,1705,Diesel,145,65.7,2.0
 3 Series,2019,31980.0,Automatic,4084,Diesel,145,49.6,2.0
 3 Series,2019,25480.0,Automatic,4080,Petrol,145,43.5,2.0
 3 Series,2019,28980.0,Semi-Auto,6093,Diesel,150,48.7,2.0
 5 Series,2019,27980.0,Semi-Auto,5502,Diesel,150,62.8,2.0
 X3,2019,33980.0,Semi-Auto,6779,Diesel,150,54.3,2.0
 3 Series,2019,25980.0,Semi-Auto,6382,Petrol,150,42.2,2.0
 3 Series,2019,24980.0,Semi-Auto,9122,Petrol,150,42.2,2.0
 5 Series,2019,25980.0,Semi-Auto,5951,Petrol,150,50.4,2.0
 3 Series,2019,24480.0,Semi-Auto,14444,Petrol,145,47.9,2.0
 1 Series,2019,21480.0,Semi-Auto,8364,Petrol,145,47.9,2.0
 2 Series,2018,19980.0,Semi-Auto,28000,Petrol,145,47.9,2.0
 4 Series,2016,18980.0,Manual,29614,Diesel,125,57.6,2.0
 5 Series,2018,23980.0,Semi-Auto,24866,Diesel,145,49.6,2.0
 3 Series,2019,30980.0,Automatic,1000,Diesel,145,50.4,2.0
 5 Series,2019,33500.0,Semi-Auto,3215,Diesel,145,60.1,2.0
 5 Series,2019,29480.0,Semi-Auto,1500,Petrol,145,50.4,2.0
 Z4,2019,29980.0,Semi-Auto,1817,Petrol,145,38.7,2.0
 4 Series,2019,26480.0,Automatic,3146,Diesel,145,58.9,2.0
 2 Series,2019,21980.0,Automatic,4481,Diesel,145,67.3,2.0
 4 Series,2019,24480.0,Automatic,4429,Diesel,145,65.7,2.0
 3 Series,2019,25980.0,Semi-Auto,5084,Diesel,150,52.3,2.0
 X4,2018,25980.0,Semi-Auto,21694,Diesel,150,54.3,2.0
 X3,2019,31980.0,Semi-Auto,9305,Diesel,150,54.3,2.0
 3 Series,2019,25980.0,Semi-Auto,9666,Diesel,150,52.3,2.0
 3 Series,2019,26480.0,Semi-Auto,6018,Diesel,150,52.3,2.0
 5 Series,2018,27980.0,Semi-Auto,5100,Diesel,150,46.3,2.0
 2 Series,2019,20980.0,Semi-Auto,7532,Petrol,145,50.4,2.0
 2 Series,2019,21980.0,Semi-Auto,13844,Petrol,145,50.4,2.0
 3 Series,2019,22980.0,Semi-Auto,11571,Diesel,145,54.3,2.0
 X3,2019,31980.0,Semi-Auto,4609,Diesel,145,54.3,2.0
